Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",Refurbished,HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,735.84
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,,14.0,No,1619.46
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,T 500,15.6,No,2677.83
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,RTX A3000,15.6,No,3848.01
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,HP,Zbook,Intel Core i9,32,1000,SSD,,15.6,No,4805.65
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,LG,15U70N,Intel Core i7,16,512,SSD,GTX 1050,15.6,No,704.24
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,LG,Gram,Intel Core i5,8,256,SSD,,13.3,No,609.04
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,LG,Gram,Intel Evo Core i5,8,512,SSD,,14.0,No,701.28
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",Refurbished,LG,Gram,Intel Core i7,32,1000,SSD,,17.0,No,1424.19
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,569.04
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,14.0,No,699.0
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,14.0,No,649.0
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD 3020e,8,256,SSD,,15.6,No,299.0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,,15.6,No,1010.27
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,713.83
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,860.99
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Celeron,8,256,SSD,,15.6,No,480.95
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,307.09
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,512,SSD,,15.6,No,719.79
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,,15.6,No,866.86
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,,15.6,No,934.24
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,,14.0,No,999.0
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,,14.0,Yes,899.0
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,14.0,Yes,537.19
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,,14.0,Yes,799.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1249.0
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,899.0
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,802.61
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,256,SSD,,15.6,No,501.99
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1150.04
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1299.0
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,996.04
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,1475.51
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1799.0
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",Refurbished,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,2326.78
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",Refurbished,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 3080,16.0,No,3337.69
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,256,SSD,GTX 1660,15.6,No,875.54
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,860.79
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,,14.0,No,719.79
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,14.0,No,1049.0
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,,14.0,No,585.29
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,14.0,No,976.18
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,AMD Ryzen 3,8,256,SSD,,15.6,No,418.79
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",Refurbished,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,15.6,No,970.48
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,,15.6,No,426.39
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,,14.0,No,882.56
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,15.6,No,735.92
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,13.3,Yes,1151.84
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,1074.06
"Lenovo ThinkPad L390 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,13.3,No,1031.46
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,14.0,No,1199.0
"Lenovo ThinkPad L580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,15.6,No,846.56
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,,15.6,No,651.6
"Lenovo ThinkPad P52s Intel Core i7-8550U/8GB/256GB SSD/Quadro P500/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,P 500,15.6,No,877.63
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,,14.0,No,1439.26
"Lenovo ThinkPad T14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,738.0
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,1251.91
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Evo Core i7,16,512,SSD,,14.0,No,2204.98
"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,475.0
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,14.0,No,767.75
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,,14.0,No,847.12
"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,No,898.84
"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,15.6,No,802.0
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,512,SSD,,14.0,No,587.32
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,2228.08
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,Yes,999.0
"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,13.3,Yes,1779.0
"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",Refurbished,Lenovo,V14,AMD Ryzen 5,8,256,SSD,,14.0,No,739.61
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,V14,Intel Core i5,8,256,SSD,,14.0,No,675.95
"Lenovo V15 ADA AMD 3020E/8GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,AMD 3020e,8,256,SSD,,15.6,No,445.79
"Lenovo V15 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i5,16,512,SSD,,15.6,No,915.07
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,786.14
"Lenovo V15 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,563.92
"Lenovo V330-15IKB Intel Core i3-8130U/4GB/128GB SSD/15.6""",Refurbished,Lenovo,V330,Intel Core i3,4,128,SSD,,15.6,No,499.49
"Lenovo Yoga 9 14ITL5 Intel Evo Core i7-1185G7/16 GB/1TB SSD/14"" Táctil",Refurbished,Lenovo,Yoga,Intel Evo Core i7,16,1000,SSD,,14.0,Yes,1999.0
"Lenovo Yoga C930-13IKB Intel Core i5-8250U/8GB/512GB SSD/13.9"" Táctil",Refurbished,Lenovo,Yoga,Intel Core i5,8,512,SSD,,13.9,Yes,989.47
"Lenovo Yoga Creator 7 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Yoga,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,786.84
"Lenovo Yoga S940-14IIL Intel Core i7-1065G7/16GB/1TB SSD/14""",Refurbished,Lenovo,Yoga,Intel Core i7,16,1000,SSD,,14.0,No,1999.0
"MSI Alpha 15 A3DDK-001XES AMD Ryzen 7 3750H/16GB/512GB SSD/RX 5500M/15.6""",Refurbished,MSI,Alpha,AMD Ryzen 7,16,512,SSD,Radeon Pro 5500M,15.6,No,721.14
"MSI Alpha 15 A4DEK-006XES AMD Ryzen 7 4800H/16GB/512GB SSD/RX 5600M/15.6""",Refurbished,MSI,Alpha,AMD Ryzen 7,16,512,SSD,,15.6,No,711.94
"MSI Bravo 15 B5ED-015XES AMD Ryzen 7 5800H/16GB/1TB SSD/RX6500M/15.6""",Refurbished,MSI,Bravo,AMD Ryzen 7,16,1000,SSD,RX 6500M,15.6,No,1149.0
"MSI Creator 15 A10SET-082ES Intel Core i7-10750H/32GB/1TB SSD/RTX 2060/15.6"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2060,15.6,Yes,1414.04
"MSI Creator 15 A10SF-018ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070/15.6"" 4K",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1592.89
"MSI Creator 17 A10SFS-625ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/17.3"" 4K",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 2070,17.3,No,2059.49
"MSI Creator Pro M15 A11UIS-846XES Intel Core i7-11800H/16GB/512GB SSD/RTX A1000/15.6""",Refurbished,MSI,Creator,Intel Core i7,16,512,SSD,RTX A1000,15.6,No,1399.0
"MSI Creator Pro Z17 A12UKST-203ES Intel Core i7-12700H/32GB/1TB SSD/RTX A3000/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A3000,17.0,Yes,3449.0
"MSI Creator Z16 A11UE-020XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3060,16.0,No,2149.0
"MSI Creator Z16 A11UE-088XES Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Refurbished,MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1999.0
"MSI Creator Z16 A12UET-011ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/16"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3060,16.0,Yes,2699.0
"MSI Creator Z16P B12UGST-030ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3070Ti/16"" Táctil",Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 3070,16.0,Yes,3699.0
"MSI Creator Z17 A12UHST-027ES Intel Core i9-12900H/64GB/2TB SSD/RTX 3080Ti/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,64,2000,SSD,RTX 3080,17.0,Yes,4599.0
"MSI Creator Z17 A12UHT-034ES Intel Core i9-12900H/32GB/2TB SSD/RTX 3080/17"" Táctil",Refurbished,MSI,Creator,Intel Core i9,32,2000,SSD,RTX 3080,17.0,Yes,3899.0
"MSI Crosshair 15 Rainbow Six Extraction Edition B12UGZ-080ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Crosshair,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,2299.0
"MSI Delta 15 A5EFK-011XES AMD Ryzen 9 5900HX/16 GB/1TB SSD/RX 6700M/15.6""",Refurbished,MSI,Delta,AMD Ryzen 9,16,1000,SSD,RX 6700M,15.6,No,1699.0
"MSI GE66 Raider 10SFS-624ES Intel Core i7-10875H/32GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 2070,15.6,No,1746.33
"MSI GE66 Raider 10UE-404XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1283.43
"MSI GE66 Raider 10UG-403XES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1366.34
"MSI GE66 Raider 10UG-602ES Intel Core i9-10980HK/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,No,1820.65
"MSI GE66 Raider 10UG-605ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1960.24
"MSI GE66 Raider 10UH-068ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,2115.19
"MSI GE66 Raider 11UH-463XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,1889.29
"MSI GE75 Raider 9SG-1203XES Intel Core i7-9750H/32GB/1TB SSD/RTX 2080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 2080,17.3,No,1717.18
"MSI GE76 Raider 10UH-061ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,2429.64
"MSI GE76 Raider 11UG-236ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,2243.18
"MSI GF63 Thin 10SCXR-405XES Intel Core i7-10750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,736.49
"MSI GF63 Thin 9SC-047XES Intel Corei7-9750H/16GB/512GB SSD/GTX 1650/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,646.73
"MSI GF65 Thin 10SER-884XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,739.38
"MSI GF65 Thin 10UE-274XES Intel Core i5-10500H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3060,15.6,No,806.49
"MSI GF65 Thin 9SD-072XES Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,806.28
"MSI GF75 Thin 10SER-427XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 2060,17.3,No,998.69
"MSI GF75 Thin 10UE-017XES Intel Core i7-10750H/16GB/512GB SSD/RTX 3060/17.3""",Refurbished,MSI,Thin,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,877.09
"MSI GL65 9SEK-210XES Intel Core i7-9750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,MSI,GL65,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,885.84
"MSI GL65 Leopard 10SDK-600XES Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,GTX 1660,15.6,No,1043.94
"MSI GL65 Leopard 10SFR-483XES Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,861.99
"MSI GL65 Leopard 10SFSK-280XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070 SUPER/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,901.09
"MSI GL75 9SEK-074XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,GL75,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,937.48
"MSI GL75 Leopard 10SEK-040XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1073.34
"MSI GL75 Leopard 10SEK-261XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2060,17.3,No,1007.59
"MSI GL75 Leopard 10SFK-060XES Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,958.04
"MSI GP65 Leopard 10SDK-817XES Intel Core i7-10870H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,1182.53
"MSI GP66 Leopard 10UE-226XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1086.64
"MSI GP66 Leopard 10UE-484XES Intel Core i7-10750H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1022.79
"MSI GP66 Leopard 11UG-089XES Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,MSI,Leopard,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1949.0
"MSI GP75 Leopard 9SF-1037XES Intel Core i7-9750H/16GB/1TB SSD/RTX 2070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 2070,17.3,No,1092.48
"MSI GP76 Leopard 10UG-066XES Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1283.54
"MSI GP76 Leopard 11UG-238ES Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1979.0
"MSI GP76 Leopard 11UG-239XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/17.3""",Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1999.0
"MSI GS65 Stealth 8SF-036ES Intel Core i7-8750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,MSI,Stealth,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,1430.18
"MSI GS66 Stealth 10UE-260ES Intel Core i7-10870H/32GB/1TB SSD/RTX 3060/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1659.24
"MSI GS66 Stealth 10UG-480ES Intel Core i9-10980HK/64GB/2TB SSD/RTX 3070/15.6""",Refurbished,MSI,Stealth,Intel Core i9,64,2000,SSD,RTX 3070,15.6,No,2679.88
"MSI GS66 Stealth 11UH-072ES Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,2256.03
"MSI GS75 Stealth 10SE-816XES Intel Core i7-10875H/32GB/1TB SSD/RTX 2060/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 2060,17.3,No,1196.48
"MSI GS75 Stealth 9SG-267ES Intel Core i7-9750H/32GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Stealth,Intel Core i7,32,2000,SSD,RTX 2080,17.3,No,2067.84
"MSI GT76 Titan DT 10SFS-209ES Intel Core i7-10700K/32GB/1TB+1TB SSD/RTX 2070 SUPER/17.3""",Refurbished,MSI,Titan,Intel Core i7,32,1000,SSD,RTX 2070,17.3,No,1721.09
"MSI GT76 Titan DT 9SG-026ES Intel Core i7-9750H/64GB/2TB SSD/RTX 2080/17.3""",Refurbished,MSI,Titan,Intel Core i7,64,2000,SSD,RTX 2080,17.3,No,2373.14
"MSI Katana GF66 11UC-045XES Intel Core i7-11800H/16 GB/1TB SSD/RTX 3050/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,916.94
"MSI Katana GF66 11UE-066ES Intel Core i7-11800H/16 GB/1 TB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1699.0
"MSI Katana GF66 11UE-667XES Intel Core i7-11800H/8GB/512GB SSD/RTX 3060/15.6""",Refurbished,MSI,Katana,Intel Core i7,8,512,SSD,RTX 3060,15.6,No,1469.0
"MSI Katana GF66 11UG-072XES Intel Core i7-11800H/16GB/512GB SSD/RTX 3070/15.6""",Refurbished,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3070,15.6,No,1071.44
