engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
180,2,160,3061.541663901162,11.2,2014,Asia,Gasoline,All-wheel drive,0,14.608276577060646
140,5,127,4106.372956464892,17.6,2014,Asia,Gasoline,Front-wheel drive,0,8.961553714451426
190,5,136,3043.476904395066,13.2,2019,Europe,Diesel,All-wheel drive,-1,14.85953894652441
240,1,164,3278.0866920968706,12.2,2005,USA,Diesel,Front-wheel drive,0,14.184656453499535
190,2,129,3393.1982428253414,16.4,2017,Europe,Diesel,All-wheel drive,-1,13.143842862967553
170,9,101,1984.5808706981354,10.0,2005,USA,Gasoline,All-wheel drive,0,20.11768647532014
220,,115,2906.4378730019175,,2004,USA,Diesel,All-wheel drive,1,14.563886106560483
230,1,174,3458.2873880957395,15.8,2022,Europe,Gasoline,Front-wheel drive,,12.538650142327132
130,3,159,3164.3485256321123,18.0,2015,Asia,Gasoline,Front-wheel drive,1,13.755617261962437
260,5,142,3138.7385916060166,17.3,2015,Asia,Diesel,Front-wheel drive,-1,14.22866593993059
260,2,127,3469.0985990563922,16.0,2013,USA,Gasoline,Front-wheel drive,0,12.120626835307277
120,3,169,2952.8419467201325,18.1,2009,Europe,Gasoline,Front-wheel drive,0,15.379443957468505
180,4,172,2909.083840603592,14.2,2014,USA,Diesel,Front-wheel drive,1,15.789467333922953
180,4,,2178.4601589866115,13.7,2019,Asia,Gasoline,All-wheel drive,0,19.116309981262713
210,4,133,2962.3640559359196,14.4,2010,USA,Gasoline,All-wheel drive,1,15.28765062471198
140,4,131,2572.7683705019717,17.7,2001,Europe,Diesel,Front-wheel drive,0,16.912168362911085
170,2,172,3505.207777812029,15.2,2015,Europe,Gasoline,Front-wheel drive,1,12.66162068622392
220,4,205,2290.3687997969664,16.8,2022,USA,Diesel,All-wheel drive,0,19.158193692792196
210,4,,4010.529046609837,,2013,Europe,Diesel,Front-wheel drive,0,10.80437354114774
210,4,101,2407.566552450701,16.3,2001,Europe,Gasoline,Front-wheel drive,0,17.51332253447835
100,1,203,3666.8091371574715,16.2,2004,Europe,Diesel,All-wheel drive,-1,11.329711802858677
200,2,,3425.9710683744465,15.8,2004,Asia,Gasoline,All-wheel drive,0,13.033754733769456
260,5,174,2745.396259960605,16.8,2013,Europe,Diesel,All-wheel drive,-1,16.375387463812302
240,2,112,3069.8172818072876,17.4,2013,Asia,Gasoline,Front-wheel drive,0,14.474311252598726
290,5,196,3066.6473784438613,15.6,2003,USA,Gasoline,All-wheel drive,-1,15.007896023970423
250,10,175,3429.9148902612446,15.1,2019,Europe,Gasoline,Front-wheel drive,0,13.225262678212884
170,3,133,2993.241133462775,17.2,2001,Europe,Gasoline,All-wheel drive,-1,14.610313093353103
190,1,125,3299.0056959728186,15.9,2008,Europe,Gasoline,Front-wheel drive,-1,12.87216885185676
200,8,70,3753.827186365783,16.5,2020,Asia,Diesel,Front-wheel drive,0,11.057078332957204
310,2,170,3768.4716552093273,11.2,2011,Europe,Diesel,All-wheel drive,0,11.740121826158763
30,5,163,3240.851118508951,,2016,USA,Gasoline,All-wheel drive,0,13.73997508764188
200,4,111,2557.8236761842336,14.2,2007,Asia,Gasoline,Front-wheel drive,0,17.575241304422683
150,4,145,3446.5226647937097,17.8,2005,Europe,Diesel,Front-wheel drive,0,12.542073234672767
170,2,173,2083.7355822762956,15.6,2007,Asia,Diesel,Front-wheel drive,0,19.602530349211424
190,7,150,1986.863673968514,13.3,2022,Asia,Diesel,All-wheel drive,0,20.127263902919506
130,1,150,2811.3097407656583,,2009,USA,Gasoline,All-wheel drive,0,15.808782060388879
270,4,145,2821.631444506445,15.2,2018,USA,Gasoline,Front-wheel drive,1,17.207187333717744
140,5,126,2767.3428652035245,18.0,2002,USA,Gasoline,All-wheel drive,-1,15.451379282579616
190,5,147,2779.8540439379863,15.0,2009,USA,Diesel,All-wheel drive,,16.72328905594743
180,2,171,2617.1383055056267,13.1,2008,Europe,Diesel,Front-wheel drive,1,17.175069832086017
210,4,115,2838.7092330563914,15.5,2016,Europe,Gasoline,All-wheel drive,1,15.418729091832184
180,3,137,2576.8837440129882,13.2,2020,Europe,Gasoline,All-wheel drive,0,17.42018388265433
230,5,134,3198.5845403633684,14.2,2008,USA,Diesel,Front-wheel drive,1,14.536853192773107
160,7,156,2412.8147526559615,12.0,2014,USA,Diesel,Front-wheel drive,-1,18.40761050060939
190,4,167,3192.0641142103696,,2021,USA,Diesel,Front-wheel drive,-1,14.084481121914733
200,2,138,3131.5407169038454,16.7,2017,Asia,Diesel,Front-wheel drive,1,14.179183025810294
280,3,141,2705.296463963583,15.2,2023,Europe,Gasoline,Front-wheel drive,2,16.01448774063646
170,3,111,2829.391193923329,14.3,2012,Europe,Diesel,Front-wheel drive,-1,15.2256858396409
200,6,191,2836.2045235619953,,2003,Asia,Diesel,Front-wheel drive,1,16.49867230984241
220,9,185,2226.36406192585,17.8,2011,USA,Gasoline,Front-wheel drive,-1,18.81764661312749
200,3,160,2272.3989123976908,7.3,2009,Asia,Gasoline,Front-wheel drive,-1,19.54397628271403
120,4,203,3434.8653425756015,,2021,Europe,Gasoline,All-wheel drive,0,13.040538265049454
220,7,,3100.965650883563,14.9,2013,USA,Diesel,Front-wheel drive,-1,13.687553511536791
290,1,166,2305.352811607343,14.6,2013,Asia,Gasoline,All-wheel drive,0,18.55372131780095
170,4,149,3325.07103451559,10.7,2019,Europe,Diesel,All-wheel drive,-2,13.68406192520872
190,5,165,3397.0500403112965,,2013,USA,Diesel,All-wheel drive,0,13.639675132126127
170,4,174,2327.914848656633,16.4,2022,Europe,Diesel,All-wheel drive,0,18.694748102519277
70,,87,3346.134218502723,12.7,2004,Europe,Diesel,Front-wheel drive,2,13.08535112166063
180,5,183,2818.6572892122585,18.8,2010,USA,Gasoline,All-wheel drive,0,15.508845118097343
110,4,,3739.9540962604074,16.8,2023,Asia,Diesel,All-wheel drive,,10.636962119517948
310,2,112,3122.8416975500645,16.4,2010,Asia,Diesel,All-wheel drive,,13.917178998401889
30,3,139,3169.6205727406323,12.2,2020,Europe,Gasoline,Front-wheel drive,2,14.020635554905791
130,10,126,3063.746502453845,15.6,2012,Europe,Gasoline,Front-wheel drive,0,14.607158211764906
140,4,112,3014.42062008263,15.8,2002,Europe,Diesel,Front-wheel drive,-2,13.506093574367085
210,6,168,3725.112079812365,15.9,2023,USA,Gasoline,Front-wheel drive,-1,11.399388723685137
260,2,,2869.5375336358693,16.7,2018,USA,Diesel,Front-wheel drive,0,16.802472080695612
110,1,162,2501.0505285312165,10.2,2005,USA,Diesel,All-wheel drive,0,18.409924239021414
180,,164,3507.599434508528,14.9,2002,Europe,Diesel,All-wheel drive,0,12.51651590974637
230,2,96,3038.3839857336498,16.9,2002,Asia,Gasoline,All-wheel drive,0,13.718482807060044
240,6,159,3153.900339396715,15.1,2022,Europe,Gasoline,All-wheel drive,-1,14.172809993833292
140,7,198,3547.0173849002485,,2008,Europe,Diesel,Front-wheel drive,-1,12.542257964868163
170,1,,2158.350815927053,17.5,2001,Europe,Diesel,Front-wheel drive,-1,19.112637319068387
290,2,167,2630.928001373133,12.7,2015,USA,Diesel,Front-wheel drive,1,17.624284881595777
120,2,183,2979.175025284666,15.4,2015,Asia,Gasoline,Front-wheel drive,0,15.06356726262781
270,3,123,2791.626003294816,13.7,2005,Europe,Gasoline,All-wheel drive,0,16.116805871191907
300,5,148,3240.227451008245,12.4,2013,USA,Diesel,All-wheel drive,-1,14.005730998640976
200,,167,3470.7156575499966,14.1,2003,USA,Diesel,Front-wheel drive,0,12.850141037692126
100,3,142,3126.6830790226977,12.7,2010,Europe,Diesel,All-wheel drive,1,14.479816502784356
220,5,200,2916.1624869503726,10.4,2020,USA,Diesel,Front-wheel drive,-1,16.240841456413897
260,2,179,3186.732020308866,12.0,2003,Europe,Gasoline,All-wheel drive,-2,14.448686491245386
140,6,,2589.645002421934,,2016,Europe,Diesel,Front-wheel drive,1,16.4476002771074
170,5,150,3583.2891557971006,13.6,2021,USA,Diesel,Front-wheel drive,1,12.200934714306241
240,8,112,3770.0589954147126,14.5,2001,USA,Gasoline,Front-wheel drive,0,10.853250505124343
180,5,175,2448.208702878485,12.9,2023,USA,Diesel,All-wheel drive,-2,18.328195773561674
180,7,152,2815.538565960138,15.6,2019,Europe,Diesel,All-wheel drive,0,15.83039834677768
180,2,173,2992.7458968574674,,2016,Europe,Diesel,Front-wheel drive,-2,15.938710077668759
190,5,185,3162.2337464560196,17.2,2008,Europe,Gasoline,All-wheel drive,-1,14.402317894867483
200,4,145,2640.7219322002948,,2006,USA,Diesel,All-wheel drive,0,15.534034523058521
200,5,164,2878.616122297053,14.4,2004,USA,Diesel,Front-wheel drive,0,15.561981943804597
170,3,181,2747.84324426061,,2010,Asia,Gasoline,All-wheel drive,1,16.51611206024123
220,6,124,2981.5735654344066,16.7,2017,Europe,Diesel,Front-wheel drive,2,14.397010219882342
220,5,138,2737.051328005308,12.6,2001,USA,Gasoline,Front-wheel drive,0,16.16660058363153
120,5,147,3004.7005452518188,14.1,2012,Asia,Diesel,Front-wheel drive,0,15.07239126398941
230,,122,3208.204159800756,12.0,2019,Europe,Gasoline,All-wheel drive,-2,14.159530628393368
270,3,,2930.4365895816786,,2020,USA,Gasoline,All-wheel drive,0,14.789890707399605
130,2,153,3046.5142242938027,16.2,2017,USA,Gasoline,Front-wheel drive,,14.082873142614156
250,4,129,2653.9084361734363,11.7,2012,Asia,Diesel,All-wheel drive,1,16.38337511238837
240,2,135,2414.780182816762,14.1,2021,USA,Gasoline,All-wheel drive,0,18.37883143304039
160,5,143,2507.192638019111,15.4,2014,Europe,Gasoline,All-wheel drive,2,17.330063971246698
310,3,80,2778.8183643326734,17.2,2021,USA,Diesel,Front-wheel drive,2,14.879205852012436
190,0,174,3208.540583536958,,2021,Asia,Diesel,Front-wheel drive,0,13.408410899455921
230,6,135,3635.373118091521,14.5,2023,Europe,Gasoline,Front-wheel drive,1,12.228318019701405
160,4,189,3507.496429714142,13.4,2012,USA,Diesel,All-wheel drive,0,12.566629504744467
220,5,148,3568.068337078512,18.5,2010,Asia,Diesel,Front-wheel drive,1,12.359018884787371
260,4,94,2922.712871848667,16.3,2000,Asia,Diesel,All-wheel drive,0,15.297576789790284
200,2,138,2939.0475832369116,14.8,2008,USA,Diesel,All-wheel drive,1,16.190354067180014
190,4,155,2042.9968133191041,13.6,2022,Europe,Gasoline,All-wheel drive,2,20.191500010538252
120,2,207,2761.24802807958,17.2,2019,USA,Diesel,Front-wheel drive,,17.202264875251657
210,3,206,2725.1304818243243,12.6,2017,USA,Diesel,Front-wheel drive,1,16.86868499491264
140,5,164,3310.4189231031996,14.4,2018,Asia,Gasoline,Front-wheel drive,,13.55590228437129
160,3,109,3407.3025398382206,16.1,2016,USA,Gasoline,Front-wheel drive,0,11.66688145352667
170,6,108,2111.4423347951843,13.2,2021,USA,Gasoline,All-wheel drive,1,19.651386841031602
230,1,111,2420.334759776833,15.2,2004,USA,Diesel,Front-wheel drive,-2,17.008336354846495
230,5,179,2703.7775610561266,,2017,USA,Gasoline,Front-wheel drive,1,16.978093549947843
220,5,120,1841.3296969729454,14.7,2004,Asia,Diesel,Front-wheel drive,1,19.797028610054895
130,4,157,2595.540788761852,14.5,2014,Asia,Diesel,All-wheel drive,-2,17.18000573903283
150,1,208,2569.0663508270036,15.6,2014,USA,Diesel,All-wheel drive,,18.112790605958054
280,5,161,2778.0554693739086,13.1,2009,USA,Gasoline,Front-wheel drive,0,16.271450118307648
170,4,,2729.6237411896427,13.2,2012,USA,Gasoline,All-wheel drive,0,15.93196432346472
150,7,120,2864.2785743701597,14.2,2022,Asia,Diesel,Front-wheel drive,0,15.343919961775748
300,4,,2766.450274634472,12.5,2011,Asia,Gasoline,Front-wheel drive,0,16.357341934261783
160,,149,3153.5207027672973,,2010,USA,Diesel,All-wheel drive,0,13.521329986165357
150,2,146,3221.346962662031,19.2,2003,Europe,Gasoline,Front-wheel drive,-1,13.66855578862838
190,3,95,2910.2832643796655,16.7,2000,Asia,Gasoline,All-wheel drive,-2,14.972522802456634
250,5,202,3202.751358204756,14.9,2015,USA,Gasoline,Front-wheel drive,-1,13.738274263137633
150,3,225,2001.1778928564868,15.9,2017,Asia,Diesel,Front-wheel drive,-1,20.7491165741417
140,7,176,3088.4578768481624,18.5,2022,USA,Diesel,All-wheel drive,-2,14.853197040437822
240,6,142,2669.818139059548,,2016,Asia,Diesel,Front-wheel drive,-1,16.897346436999904
240,7,177,3248.227861726207,17.0,2021,Europe,Diesel,All-wheel drive,-2,14.758182694969623
260,2,136,3972.5897729762482,14.4,2018,Asia,Diesel,Front-wheel drive,0,10.121886290927735
200,,125,3129.581361912644,,2002,USA,Diesel,Front-wheel drive,0,13.730009571606875
120,3,157,3197.0805175353144,14.7,2014,USA,Diesel,Front-wheel drive,-1,13.9907659128415
220,5,200,3273.0815015934554,13.2,2011,Asia,Gasoline,All-wheel drive,0,14.462590152437471
130,2,,2087.192105375307,21.5,2008,Asia,Gasoline,Front-wheel drive,0,18.788806170050588
160,3,120,3457.085857819266,10.6,2010,Europe,Gasoline,Front-wheel drive,0,13.605963935426956
250,6,102,3476.9643003082138,18.3,2018,Europe,Gasoline,All-wheel drive,-1,12.167126503149229
140,3,152,2254.9316432206747,,2016,USA,Gasoline,All-wheel drive,,19.495951849903808
190,4,210,3490.0582833705967,14.6,2022,Asia,Diesel,All-wheel drive,1,13.32037010943621
170,2,171,2537.5989445113173,16.7,2006,USA,Diesel,Front-wheel drive,1,17.43854280494057
140,4,129,2757.981312651359,15.7,2011,USA,Gasoline,All-wheel drive,1,16.047231896667878
180,7,174,2800.643152705692,17.0,2002,Asia,Gasoline,All-wheel drive,-1,16.204635762935652
130,5,173,3327.1144214407254,14.6,2021,Asia,Gasoline,Front-wheel drive,2,14.309198062442174
270,4,98,3318.5117220450043,13.7,2006,Asia,Diesel,All-wheel drive,-1,13.346317924655484
160,4,202,1910.435547055073,17.1,2014,Europe,Diesel,Front-wheel drive,0,21.365932757569432
270,0,87,2171.0806425641654,18.1,2008,Europe,Diesel,Front-wheel drive,0,17.89965742308975
160,1,118,3694.920876410016,,2015,Europe,Gasoline,Front-wheel drive,1,10.035198590590367
230,1,173,3284.379432000106,18.4,2022,USA,Gasoline,All-wheel drive,-1,13.330793262979302
240,1,164,3250.456766231318,17.8,2016,USA,Diesel,All-wheel drive,0,14.115988566384626
160,4,132,2780.797759050555,17.0,2000,Asia,Diesel,Front-wheel drive,0,16.119461312170767
210,,91,2473.2390743581154,11.8,2021,Asia,Gasoline,Front-wheel drive,1,17.681311940107026
200,2,204,3552.9969300030193,12.4,2021,Asia,Gasoline,All-wheel drive,0,12.371410316113314
160,7,131,3499.6955955307085,15.9,2002,Asia,Gasoline,Front-wheel drive,0,12.383450767693091
180,4,145,3049.1242562695365,10.2,2021,Europe,Diesel,All-wheel drive,0,15.286177424837916
220,5,126,3480.5119071039317,10.7,2015,Europe,Diesel,All-wheel drive,0,12.963618882551735
190,7,184,3030.9648752787334,,2009,USA,Gasoline,All-wheel drive,0,14.889284736800198
190,,147,2969.622577729578,19.0,2021,USA,Gasoline,All-wheel drive,0,14.299536771069217
160,2,119,3023.343807825834,,2022,USA,Diesel,Front-wheel drive,0,14.334198994100056
160,4,134,2904.6646915448437,10.8,2017,Asia,Gasoline,Front-wheel drive,0,15.87681460844544
250,5,120,2943.9856914336206,15.1,2021,Europe,Diesel,All-wheel drive,1,15.122229317708133
160,4,171,3728.068757273054,17.2,2009,USA,Diesel,All-wheel drive,1,11.250662580145505
240,4,114,2770.9150277280078,18.2,2009,Asia,Diesel,Front-wheel drive,0,15.475664859485645
160,4,,3445.902493315801,14.8,2013,USA,Gasoline,All-wheel drive,1,12.792743792939525
250,3,183,2475.413879829457,16.2,2015,Asia,Diesel,All-wheel drive,0,18.27442539030076
220,5,224,2584.4935533145986,19.8,2018,Europe,Gasoline,Front-wheel drive,1,16.846412001966623
120,8,141,3607.673730640716,17.4,2013,Asia,Diesel,All-wheel drive,1,11.0628366931113
240,4,134,2891.078085905649,17.3,2010,Asia,Diesel,All-wheel drive,-1,15.29842152121298
180,6,145,2920.0107359637145,13.0,2008,Asia,Gasoline,All-wheel drive,-2,14.879053577801725
230,1,141,2427.7134805254586,17.5,2001,Europe,Gasoline,All-wheel drive,0,18.034659057132718
160,,99,2931.957819249301,15.2,2013,Asia,Diesel,All-wheel drive,1,14.824452274837384
100,3,139,3709.9836759910704,11.2,2005,Asia,Diesel,All-wheel drive,0,11.091711525177253
150,5,,3710.761770086152,15.8,2010,Asia,Diesel,All-wheel drive,0,11.333895650488717
280,,113,2503.09025678955,15.0,2002,USA,Gasoline,All-wheel drive,2,17.407264294981708
190,7,152,3952.936516398815,17.2,2003,Asia,Gasoline,All-wheel drive,0,9.537177388555309
190,4,201,3690.1068323456984,,2013,Asia,Diesel,Front-wheel drive,0,12.003083549067819
200,11,145,3178.980326557321,12.7,2003,Asia,Diesel,All-wheel drive,1,14.301998582514157
180,3,173,2916.2830516474064,16.2,2015,Asia,Diesel,Front-wheel drive,-1,15.5408302806381
130,4,158,2766.726565183623,11.3,2017,Europe,Gasoline,Front-wheel drive,0,17.61950479862571
120,3,196,3041.19725095503,15.5,2021,Europe,Diesel,All-wheel drive,-2,15.551332411886348
200,2,144,2814.4762799766677,13.9,2023,Asia,Gasoline,All-wheel drive,-2,15.910423633576253
270,2,165,2826.032916785479,,2014,Europe,Gasoline,All-wheel drive,1,15.747494957140448
180,3,183,2448.887555342329,13.4,2005,USA,Gasoline,Front-wheel drive,0,18.249910647310664
240,4,160,3039.4896432766873,,2009,Europe,Gasoline,Front-wheel drive,2,14.690559192172271
180,4,179,2865.6280464972065,9.4,2000,USA,Gasoline,Front-wheel drive,0,16.45273760388447
80,3,209,2778.4791143398634,16.5,2005,Asia,Gasoline,All-wheel drive,0,17.024294259788515
130,3,125,4405.42748516371,16.6,2016,Asia,Diesel,All-wheel drive,-1,8.08414927157924
200,4,91,3480.0800791726883,13.4,2008,Asia,Gasoline,Front-wheel drive,2,12.371873671327338
240,6,134,3171.663687316809,14.6,2005,Europe,Diesel,All-wheel drive,0,14.291181055056454
70,2,151,2763.4843447373314,20.7,2004,Asia,Diesel,All-wheel drive,1,15.389324723825533
250,0,169,2265.937695224171,15.9,2021,Europe,Gasoline,Front-wheel drive,2,18.245343348698032
230,1,200,2900.1109947857435,13.2,2013,Europe,Gasoline,All-wheel drive,1,15.940078108298584
150,7,127,3762.781954455756,18.5,2020,Asia,Diesel,All-wheel drive,1,10.73534630481774
210,7,205,2402.69022886134,12.8,2022,Asia,Diesel,All-wheel drive,2,19.073472474773993
160,5,189,3276.176717720524,9.3,2018,Asia,Diesel,Front-wheel drive,-1,14.795020774538076
190,3,150,3106.221738829418,20.0,2006,Europe,Diesel,Front-wheel drive,0,13.765843423491274
220,1,113,2387.157112053493,15.4,2005,Europe,Gasoline,Front-wheel drive,1,17.69134988888249
270,6,149,3340.9220302967356,12.8,2012,Europe,Diesel,Front-wheel drive,1,12.94997658702974
120,2,159,2671.706717341855,17.7,2009,USA,Diesel,All-wheel drive,0,16.734577926246644
140,7,136,2546.801623071256,17.6,2014,Asia,Gasoline,All-wheel drive,-2,16.5020310305219
150,5,85,2403.192329293753,12.2,2023,USA,Gasoline,All-wheel drive,0,17.795018325454674
130,4,139,2761.532593193572,18.0,2002,Europe,Diesel,All-wheel drive,-1,15.729166127322179
160,3,160,2454.1891881715924,12.8,2017,Europe,Diesel,Front-wheel drive,,17.8169062198367
300,1,155,3145.583333332868,12.5,2006,Europe,Gasoline,Front-wheel drive,1,14.469278886137706
140,5,136,2437.355815904022,13.1,2018,Asia,Gasoline,All-wheel drive,,17.533910565669608
270,4,105,2753.0408468619144,16.3,2023,Asia,Gasoline,Front-wheel drive,0,15.136399958484198
120,5,129,3395.1658598055274,14.9,2014,Europe,Gasoline,All-wheel drive,0,12.687324575252354
230,7,175,2512.91665664515,,2006,USA,Gasoline,Front-wheel drive,-1,17.57202494749015
190,4,178,2576.235324422468,11.6,2009,Asia,Gasoline,Front-wheel drive,1,17.63055411964173
140,3,77,3420.183728363551,15.1,2013,USA,Gasoline,All-wheel drive,0,11.997624367398734
230,6,,3382.5795555276545,,2006,Asia,Gasoline,All-wheel drive,0,14.005949439526582
140,4,142,2964.686618973169,14.7,2021,Europe,Diesel,Front-wheel drive,0,14.79556304649622
200,3,163,3216.315772502201,12.9,2021,Asia,Diesel,All-wheel drive,0,13.370152535561623
210,2,98,2303.3771840558347,14.3,2001,Asia,Gasoline,All-wheel drive,0,18.48116380012087
320,4,117,2665.6082868487993,14.1,2021,USA,Diesel,Front-wheel drive,1,16.243651331462317
250,7,130,2913.9301496715793,12.4,2005,Asia,Diesel,Front-wheel drive,-2,15.515345607127918
130,4,139,3031.4903183386887,15.6,2021,Europe,Gasoline,Front-wheel drive,-2,14.525799448911767
200,3,184,2923.0674797443808,,2012,Asia,Diesel,All-wheel drive,1,16.169250009977173
350,5,175,2715.767151335739,19.8,2009,Asia,Gasoline,Front-wheel drive,0,16.025888190144936
